BID,batteryCapacity,batteryType,curState,grant,manufacturer,mileage_max,model,numCharge,region,startDate,totalDistance,type,warranty_distance,warranty_year
11518,35.94,PHEV,using,1017,Renault,212.7,sm3_18,28,Jeju,2015-2-29,550832661,sedan,140000,7
21703,28.08,PHEV,waiting,1127,Hyundai,191.2,ionic_2017,158,Jeju,2015-2-21,1626878381,sedan,200000,10
13189,35.94,PHEV,inspection,1017,Renault,212.7,sm3_18,687,Jeju,2015-6-22,246430368,sedan,140000,7
5053,30.0,HEV,inspection,1027,Kia,179.6,soul_18,53,Seoul,2013-2-22,98879454,sedan,160000,10
25484,39.24,HEV,inspection,1200,Hyundai,254.2,Kona_economic,359,Jeju,2013-3-20,953338019,sedan,200000,10
21602,23.76,BEV,inspection,849,Nissan,132.8,LEAF,43,GyeongBuk,2016-2-22,889729981,sedan,100000,6
710,33.18,BEV,inspection,1091,BMW,208.2,i3_18,487,GyeongBuk,2016-7-20,670279295,sedan,100000,8
9355,28.0,PHEV,using,1126,Hyundai,200.1,ionic_2018,274,Seoul,2014-2-29,1882353229,sedan,200000,10
17095,35.94,PHEV,using,1017,Renault,212.7,sm3_18,197,ChungBuk,2016-3-26,970521889,sedan,140000,7
8514,28.0,PHEV,inspection,1126,Hyundai,200.1,ionic_2018,99,Gyunggi,2017-4-22,836209301,sedan,200000,10
24151,28.0,PHEV,inspection,1126,Hyundai,200.1,ionic_2018,685,Jeju,2014-1-27,1340790689,sedan,200000,10
16451,16.4,BEV,waiting,706,Kia,91.0,ray_18,588,JeonNam,2016-9-28,1124187057,sedan,120000,6
23713,28.0,PHEV,manufacture,1126,Hyundai,200.1,ionic_2018,246,Gyunggi,2015-3-28,215905320,sedan,200000,10
21748,101.5,BEV,using,1200,Tesla,451.2,modelS_100d,598,Jeju,2016-9-24,102570968,sedan,140000,5
17598,6.77,BEV,manufacture,450,Renault,60.8,twizy,446,GyeongNam,2017-6-17,637683328,compact,120000,7
25487,18.8,BEV,manufacture,807,BMW,132.0,i3_17,462,JeonNam,2017-5-28,101881246,sedan,100000,8
10659,30.0,HEV,inspection,1027,Kia,179.6,soul_18,359,Jeju,2017-8-28,790589580,sedan,160000,10
9576,23.76,BEV,waiting,849,Nissan,132.8,LEAF,393,Seoul,2015-1-23,714281330,sedan,100000,6
9016,7.25,BEV,waiting,450,Dechang,60.8,danigo,496,Seoul,2014-4-26,1284473602,compact,150000,5
5963,18.8,BEV,waiting,807,BMW,132.0,i3_17,196,Gyunggi,2014-2-28,281538788,sedan,100000,8
19427,101.5,BEV,manufacture,1200,Tesla,424.0,modelP_100d,417,Seoul,2015-2-21,641284986,sedan,140000,5
3292,23.76,BEV,manufacture,849,Nissan,132.8,LEAF,616,Gyunggi,2013-9-24,896810820,sedan,100000,6
9192,28.08,PHEV,manufacture,1127,Hyundai,191.2,ionic_2017,406,Seoul,2015-9-29,1537570,sedan,200000,10
2049,30.0,HEV,manufacture,1027,Kia,179.6,soul_18,662,Seoul,2015-3-24,666701425,sedan,160000,10
13366,18.8,BEV,waiting,807,BMW,132.0,i3_17,670,GyeongBuk,2015-8-25,656377939,sedan,100000,8
11525,6.77,BEV,using,450,Renault,60.8,twizy,636,Jeju,2017-3-18,1164547973,compact,120000,7
1865,16.4,BEV,manufacture,706,Kia,91.0,ray_18,105,JeonNam,2013-3-27,650309864,sedan,120000,6
12235,101.5,BEV,waiting,1200,Tesla,424.0,modelP_100d,397,Jeju,2016-2-27,1019948934,sedan,140000,5
8605,30.0,HEV,manufacture,1027,Kia,179.6,soul_18,538,Jeju,2014-6-19,488739401,sedan,160000,10
9536,101.5,BEV,waiting,1200,Tesla,424.0,modelP_100d,325,Seoul,2015-5-17,1325385884,sedan,140000,5
11685,33.18,BEV,using,1091,BMW,208.2,i3_18,698,Seoul,2015-9-21,903615971,sedan,100000,8
14680,18.8,BEV,inspection,807,BMW,132.0,i3_17,86,Incheon,2017-1-23,154402271,sedan,100000,8
24663,33.18,BEV,waiting,1091,BMW,208.2,i3_18,331,Gwangju,2013-2-24,921759541,sedan,100000,8
3367,101.5,BEV,waiting,1200,Tesla,451.2,modelS_100d,584,Gyunggi,2016-1-22,566954266,sedan,140000,5
22647,39.24,HEV,manufacture,1200,Hyundai,254.2,Kona_economic,323,Gyunggi,2016-3-22,943508252,sedan,200000,10
13696,16.4,BEV,using,706,Kia,91.0,ray_18,215,Seoul,2013-2-19,1033450496,sedan,120000,6
18917,16.4,BEV,manufacture,706,Kia,91.0,ray_18,345,GyeongBuk,2013-6-28,773262762,sedan,120000,6
21594,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,122,Seoul,2017-2-28,701119903,sedan,140000,5
16943,6.77,BEV,inspection,450,Renault,60.8,twizy,53,Daegu,2015-1-20,985256237,compact,120000,7
628,87.5,BEV,inspection,1200,Tesla,378.5,modelS_90d,696,Jeju,2013-1-20,510815626,sedan,140000,5
463,6.77,BEV,manufacture,450,Renault,60.8,twizy,587,Seoul,2014-6-18,973977829,compact,120000,7
7,284.7,BEV,waiting,1200,Tesla,359.5,modelS_75d,43,Seoul,2015-4-27,214388347,sedan,140000,5
7483,35.94,PHEV,manufacture,1017,Renault,212.7,sm3_18,307,Seoul,2013-3-22,103028127,sedan,140000,7
23817,35.94,PHEV,inspection,1017,Renault,212.7,sm3_18,347,Jeju,2016-7-24,761939331,sedan,140000,7
5803,101.5,BEV,using,1200,Tesla,451.2,modelS_100d,249,Gyunggi,2016-2-29,289021031,sedan,140000,5
4953,23.76,BEV,manufacture,849,Nissan,132.8,LEAF,509,GyeongNam,2014-3-26,507952904,sedan,100000,6
4634,23.76,BEV,waiting,849,Nissan,132.8,LEAF,352,Jeju,2014-4-26,820069654,sedan,100000,6
19485,39.24,HEV,using,1200,Hyundai,254.2,Kona_economic,657,Jeju,2014-8-17,479658449,sedan,200000,10
1890,7.25,BEV,manufacture,450,Dechang,60.8,danigo,278,Seoul,2015-8-27,683472739,compact,150000,5
15424,16.4,BEV,waiting,706,Kia,91.0,ray_18,432,Seoul,2017-7-24,597809955,sedan,120000,6
20236,26.64,PHEV,waiting,839,Renault,135.0,sm3_17,149,Seoul,2015-5-17,757387767,sedan,140000,7
10206,7.25,BEV,manufacture,450,Dechang,60.8,danigo,476,Seoul,2013-6-25,15556515,compact,150000,5
14253,26.64,PHEV,using,839,Renault,135.0,sm3_17,37,Daegu,2017-7-28,419376427,sedan,140000,7
5132,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,593,Jeju,2014-8-24,971158951,sedan,140000,5
12714,26.64,PHEV,inspection,839,Renault,135.0,sm3_17,376,Jeju,2016-5-22,645194029,sedan,140000,7
9043,60.9,PHEV,manufacture,1200,GM,303.2,Volt_ev,52,Jeju,2013-5-22,46456384,sedan,160000,8
15324,28.0,PHEV,waiting,1126,Hyundai,200.1,ionic_2018,573,Busan,2016-8-30,1539189605,sedan,200000,10
9434,16.4,BEV,using,706,Kia,91.0,ray_18,410,Jeju,2017-4-27,839623322,sedan,120000,6
22721,33.18,BEV,manufacture,1091,BMW,208.2,i3_18,61,Jeju,2016-2-28,738056268,sedan,100000,8
20134,26.64,PHEV,manufacture,839,Renault,135.0,sm3_17,418,Daegu,2017-7-19,78666599,sedan,140000,7
25158,33.18,BEV,using,1091,BMW,208.2,i3_18,425,Jeju,2017-5-28,918059397,sedan,100000,8
18583,6.77,BEV,waiting,450,Renault,60.8,twizy,194,Seoul,2013-3-26,709546342,compact,120000,7
147,87.5,BEV,using,1200,Tesla,378.5,modelS_90d,523,Daegu,2014-9-19,449846853,sedan,140000,5
5171,35.94,PHEV,using,1017,Renault,212.7,sm3_18,491,Daegu,2014-3-23,178252544,sedan,140000,7
16879,23.76,BEV,waiting,849,Nissan,132.8,LEAF,176,Jeju,2016-4-23,641149520,sedan,100000,6
378,60.9,PHEV,using,1200,GM,303.2,Volt_ev,198,Daegu,2013-6-26,334322017,sedan,160000,8
7679,18.8,BEV,using,807,BMW,132.0,i3_17,500,Jeju,2016-9-21,115977973,sedan,100000,8
6497,26.64,PHEV,inspection,839,Renault,135.0,sm3_17,474,Jeju,2014-1-19,892000951,sedan,140000,7
9801,7.25,BEV,using,450,Dechang,60.8,danigo,663,JeonNam,2016-2-23,345279699,compact,150000,5
10332,35.94,PHEV,manufacture,1017,Renault,212.7,sm3_18,421,Seoul,2013-9-28,569688703,sedan,140000,7
6923,60.9,PHEV,manufacture,1200,GM,303.2,Volt_ev,552,Seoul,2017-3-22,566691088,sedan,160000,8
7117,39.24,HEV,inspection,1200,Hyundai,254.2,Kona_economic,352,Seoul,2016-5-29,1634700646,sedan,200000,10
20039,101.5,BEV,manufacture,1200,Tesla,424.0,modelP_100d,679,Jeju,2014-6-21,600702904,sedan,140000,5
11951,101.5,BEV,waiting,1200,Tesla,424.0,modelP_100d,136,Jeju,2015-3-24,532087908,sedan,140000,5
15316,33.18,BEV,manufacture,1091,BMW,208.2,i3_18,278,Seoul,2016-9-19,243603575,sedan,100000,8
23241,284.7,BEV,manufacture,1200,Tesla,359.5,modelS_75d,53,ChungBuk,2016-8-29,1352134720,sedan,140000,5
17718,35.94,PHEV,inspection,1017,Renault,212.7,sm3_18,318,Jeju,2015-5-17,888384715,sedan,140000,7
20195,28.08,PHEV,manufacture,1127,Hyundai,191.2,ionic_2017,639,JeonNam,2014-6-28,1741362855,sedan,200000,10
13320,35.94,PHEV,waiting,1017,Renault,212.7,sm3_18,34,Jeju,2017-9-18,680041410,sedan,140000,7
25221,35.94,PHEV,inspection,1017,Renault,212.7,sm3_18,405,Daejeon,2014-6-26,666377787,sedan,140000,7
152,26.64,PHEV,inspection,839,Renault,135.0,sm3_17,184,Seoul,2016-7-21,65575390,sedan,140000,7
20357,101.5,BEV,waiting,1200,Tesla,424.0,modelP_100d,476,Seoul,2017-5-29,884324987,sedan,140000,5
1687,18.8,BEV,waiting,807,BMW,132.0,i3_17,600,Seoul,2017-6-24,521955211,sedan,100000,8
3023,28.0,PHEV,using,1126,Hyundai,200.1,ionic_2018,81,Seoul,2015-8-29,41722049,sedan,200000,10
24499,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,147,Jeju,2015-7-19,739619593,sedan,140000,5
23748,26.64,PHEV,using,839,Renault,135.0,sm3_17,383,Jeju,2014-8-21,1249141567,sedan,140000,7
10806,16.4,BEV,waiting,706,Kia,91.0,ray_18,430,Jeju,2014-5-22,1125039026,sedan,120000,6
1341,6.77,BEV,using,450,Renault,60.8,twizy,325,Seoul,2015-4-18,559207089,compact,120000,7
11534,39.24,HEV,inspection,1200,Hyundai,254.2,Kona_economic,516,Seoul,2014-2-24,208236799,sedan,200000,10
12098,18.8,BEV,manufacture,807,BMW,132.0,i3_17,468,JeonNam,2014-5-19,106250454,sedan,100000,8
13590,33.18,BEV,waiting,1091,BMW,208.2,i3_18,411,Gyunggi,2017-5-28,163132428,sedan,100000,8
22798,33.18,BEV,inspection,1091,BMW,208.2,i3_18,77,GyeongBuk,2014-7-18,920347882,sedan,100000,8
3686,284.7,BEV,inspection,1200,Tesla,359.5,modelS_75d,505,Daegu,2015-1-24,154754984,sedan,140000,5
20453,39.24,HEV,manufacture,1200,Hyundai,254.2,Kona_economic,490,Seoul,2013-1-17,911374552,sedan,200000,10
9346,7.25,BEV,inspection,450,Dechang,60.8,danigo,498,Jeju,2014-1-27,1015494080,compact,150000,5
21088,284.7,BEV,waiting,1200,Tesla,359.5,modelS_75d,403,Jeju,2013-6-19,1253564482,sedan,140000,5
14592,101.5,BEV,manufacture,1200,Tesla,424.0,modelP_100d,570,Jeju,2017-1-20,645355589,sedan,140000,5
12882,18.8,BEV,waiting,807,BMW,132.0,i3_17,369,Gyunggi,2014-1-22,433902750,sedan,100000,8
15368,28.0,PHEV,using,1126,Hyundai,200.1,ionic_2018,467,GyeongNam,2016-9-25,451517068,sedan,200000,10
11848,39.24,HEV,inspection,1200,Hyundai,254.2,Kona_economic,323,ChungNam,2016-4-17,1355533370,sedan,200000,10
16294,33.18,BEV,inspection,1091,BMW,208.2,i3_18,276,Jeju,2014-3-27,990865865,sedan,100000,8
23480,6.77,BEV,using,450,Renault,60.8,twizy,24,Jeju,2015-7-23,1154453591,compact,120000,7
24614,16.4,BEV,waiting,706,Kia,91.0,ray_18,516,Daegu,2017-6-18,752794782,sedan,120000,6
16326,6.77,BEV,manufacture,450,Renault,60.8,twizy,520,Seoul,2017-7-19,466549334,compact,120000,7
22105,284.7,BEV,manufacture,1200,Tesla,359.5,modelS_75d,337,Seoul,2016-9-27,1067024189,sedan,140000,5
3285,28.08,PHEV,manufacture,1127,Hyundai,191.2,ionic_2017,526,Daegu,2016-4-23,379548048,sedan,200000,10
15453,39.24,HEV,inspection,1200,Hyundai,254.2,Kona_economic,192,Gyunggi,2013-5-30,1115084643,sedan,200000,10
10218,23.76,BEV,using,849,Nissan,132.8,LEAF,640,GyeongBuk,2013-4-24,32225958,sedan,100000,6
1131,87.5,BEV,manufacture,1200,Tesla,378.5,modelS_90d,170,GyeongBuk,2016-7-24,675549712,sedan,140000,5
392,35.94,PHEV,manufacture,1017,Renault,212.7,sm3_18,489,Seoul,2017-2-23,356463025,sedan,140000,7
21433,60.9,PHEV,manufacture,1200,GM,303.2,Volt_ev,44,Seoul,2015-8-27,1582336005,sedan,160000,8
11631,28.0,PHEV,waiting,1126,Hyundai,200.1,ionic_2018,635,Jeju,2016-4-22,438443283,sedan,200000,10
12042,26.64,PHEV,manufacture,839,Renault,135.0,sm3_17,31,Seoul,2016-3-25,546775469,sedan,140000,7
15793,26.64,PHEV,inspection,839,Renault,135.0,sm3_17,24,GyeongBuk,2017-7-17,98778306,sedan,140000,7
21099,30.0,HEV,manufacture,1027,Kia,179.6,soul_18,200,Seoul,2015-7-22,591294263,sedan,160000,10
20389,16.4,BEV,manufacture,706,Kia,91.0,ray_18,563,JeonNam,2015-2-27,820655645,sedan,120000,6
13498,30.0,HEV,using,1027,Kia,179.6,soul_18,476,Seoul,2016-3-24,1304546266,sedan,160000,10
6642,26.64,PHEV,manufacture,839,Renault,135.0,sm3_17,108,Jeju,2017-7-19,539025885,sedan,140000,7
23130,87.5,BEV,manufacture,1200,Tesla,378.5,modelS_90d,265,Seoul,2013-3-21,854320445,sedan,140000,5
9698,7.25,BEV,manufacture,450,Dechang,60.8,danigo,262,Jeju,2014-3-17,1336359341,compact,150000,5
501,26.64,PHEV,manufacture,839,Renault,135.0,sm3_17,120,Jeju,2015-9-25,1244773362,sedan,140000,7
18679,16.4,BEV,using,706,Kia,91.0,ray_18,494,Jeju,2014-5-26,952610573,sedan,120000,6
16209,7.25,BEV,inspection,450,Dechang,60.8,danigo,432,Busan,2013-6-29,11159752,compact,150000,5
22520,30.0,HEV,using,1027,Kia,179.6,soul_18,277,Jeju,2013-3-17,1218523886,sedan,160000,10
10325,23.76,BEV,inspection,849,Nissan,132.8,LEAF,123,Jeju,2013-2-25,579179034,sedan,100000,6
20202,39.24,HEV,manufacture,1200,Hyundai,254.2,Kona_economic,65,Seoul,2017-6-25,1463622998,sedan,200000,10
4575,284.7,BEV,inspection,1200,Tesla,359.5,modelS_75d,682,Gwangju,2016-7-20,487175544,sedan,140000,5
255,101.5,BEV,waiting,1200,Tesla,424.0,modelP_100d,51,Seoul,2013-2-25,691632654,sedan,140000,5
17526,28.08,PHEV,waiting,1127,Hyundai,191.2,ionic_2017,173,Gwangju,2017-1-28,1749272119,sedan,200000,10
17636,60.9,PHEV,using,1200,GM,303.2,Volt_ev,540,Jeju,2015-4-23,346252189,sedan,160000,8
10464,30.0,HEV,waiting,1027,Kia,179.6,soul_18,119,ChungNam,2017-1-20,1183912100,sedan,160000,10
11552,30.0,HEV,inspection,1027,Kia,179.6,soul_18,152,Daegu,2014-8-20,214035821,sedan,160000,10
2148,16.4,BEV,inspection,706,Kia,91.0,ray_18,666,Jeju,2015-8-23,524153559,sedan,120000,6
1508,35.94,PHEV,waiting,1017,Renault,212.7,sm3_18,462,Gyunggi,2016-9-24,80667434,sedan,140000,7
7559,6.77,BEV,manufacture,450,Renault,60.8,twizy,310,Jeju,2017-4-25,24529409,compact,120000,7
16119,26.64,PHEV,waiting,839,Renault,135.0,sm3_17,24,Seoul,2017-8-20,746167767,sedan,140000,7
10134,23.76,BEV,manufacture,849,Nissan,132.8,LEAF,588,Seoul,2014-8-30,718525941,sedan,100000,6
11838,87.5,BEV,waiting,1200,Tesla,378.5,modelS_90d,134,Jeju,2016-7-30,1336351097,sedan,140000,5
8943,87.5,BEV,waiting,1200,Tesla,378.5,modelS_90d,62,Jeju,2016-7-28,165589581,sedan,140000,5
18546,16.4,BEV,waiting,706,Kia,91.0,ray_18,500,Jeju,2014-4-26,151919267,sedan,120000,6
17756,39.24,HEV,using,1200,Hyundai,254.2,Kona_economic,232,Jeju,2014-4-18,505605557,sedan,200000,10
23260,18.8,BEV,manufacture,807,BMW,132.0,i3_17,556,Daegu,2017-1-24,660791944,sedan,100000,8
963,26.64,PHEV,waiting,839,Renault,135.0,sm3_17,465,Daegu,2017-3-22,1244019642,sedan,140000,7
2101,101.5,BEV,waiting,1200,Tesla,451.2,modelS_100d,201,Seoul,2016-4-17,484332601,sedan,140000,5
7593,26.64,PHEV,inspection,839,Renault,135.0,sm3_17,570,Daegu,2014-6-25,1169845089,sedan,140000,7
12576,28.08,PHEV,manufacture,1127,Hyundai,191.2,ionic_2017,65,Seoul,2015-7-20,1616594834,sedan,200000,10
17032,6.77,BEV,waiting,450,Renault,60.8,twizy,517,Daegu,2016-9-30,33456010,compact,120000,7
23844,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,681,Jeju,2017-8-28,686922906,sedan,140000,5
24833,18.8,BEV,inspection,807,BMW,132.0,i3_17,264,Seoul,2015-1-19,661267833,sedan,100000,8
12137,60.9,PHEV,manufacture,1200,GM,303.2,Volt_ev,416,Jeju,2017-4-19,330808666,sedan,160000,8
11970,28.0,PHEV,inspection,1126,Hyundai,200.1,ionic_2018,199,Jeju,2015-8-27,1215965488,sedan,200000,10
5633,101.5,BEV,manufacture,1200,Tesla,451.2,modelS_100d,293,Seoul,2014-4-28,588445229,sedan,140000,5
25902,35.94,PHEV,using,1017,Renault,212.7,sm3_18,135,Jeju,2017-1-23,5552528,sedan,140000,7
18617,101.5,BEV,using,1200,Tesla,451.2,modelS_100d,534,JeonNam,2015-3-25,214682207,sedan,140000,5
583,101.5,BEV,using,1200,Tesla,451.2,modelS_100d,279,Jeju,2017-7-21,1343015915,sedan,140000,5
8627,23.76,BEV,waiting,849,Nissan,132.8,LEAF,584,Gangwon,2017-5-29,408531382,sedan,100000,6
3080,101.5,BEV,manufacture,1200,Tesla,451.2,modelS_100d,476,Daejeon,2017-6-19,224774865,sedan,140000,5
18890,39.24,HEV,inspection,1200,Hyundai,254.2,Kona_economic,596,Jeju,2017-7-25,758278782,sedan,200000,10
16125,18.8,BEV,using,807,BMW,132.0,i3_17,590,Seoul,2015-8-21,692190775,sedan,100000,8
25407,87.5,BEV,inspection,1200,Tesla,378.5,modelS_90d,430,Jeju,2014-8-18,1334004600,sedan,140000,5
18859,28.0,PHEV,inspection,1126,Hyundai,200.1,ionic_2018,170,JeonNam,2016-9-18,1441090674,sedan,200000,10
11117,101.5,BEV,using,1200,Tesla,424.0,modelP_100d,488,Seoul,2017-8-25,745033477,sedan,140000,5
12237,16.4,BEV,using,706,Kia,91.0,ray_18,225,Seoul,2013-7-27,441724939,sedan,120000,6
6360,26.64,PHEV,waiting,839,Renault,135.0,sm3_17,54,Gyunggi,2016-2-23,401453697,sedan,140000,7
3192,101.5,BEV,manufacture,1200,Tesla,424.0,modelP_100d,354,Jeju,2013-9-23,443720853,sedan,140000,5
22752,101.5,BEV,waiting,1200,Tesla,424.0,modelP_100d,471,Gyunggi,2015-5-24,903790454,sedan,140000,5
15191,60.9,PHEV,waiting,1200,GM,303.2,Volt_ev,336,Seoul,2015-5-26,643595519,sedan,160000,8
19987,6.77,BEV,using,450,Renault,60.8,twizy,682,Jeju,2016-8-30,1188295617,compact,120000,7
13377,39.24,HEV,using,1200,Hyundai,254.2,Kona_economic,142,JeonNam,2014-4-27,1218030927,sedan,200000,10
12430,33.18,BEV,manufacture,1091,BMW,208.2,i3_18,479,Gwangju,2015-6-29,584821709,sedan,100000,8
7161,101.5,BEV,using,1200,Tesla,424.0,modelP_100d,326,Jeju,2013-4-23,660886688,sedan,140000,5
19134,7.25,BEV,inspection,450,Dechang,60.8,danigo,450,Seoul,2013-2-19,1026597343,compact,150000,5
8552,7.25,BEV,waiting,450,Dechang,60.8,danigo,261,Seoul,2017-3-28,617684752,compact,150000,5
12037,6.77,BEV,waiting,450,Renault,60.8,twizy,356,Jeju,2015-9-21,186339810,compact,120000,7
10442,23.76,BEV,using,849,Nissan,132.8,LEAF,654,Jeju,2016-1-24,723543306,sedan,100000,6
24174,101.5,BEV,manufacture,1200,Tesla,451.2,modelS_100d,204,Gyunggi,2017-5-20,283886692,sedan,140000,5
24372,39.24,HEV,using,1200,Hyundai,254.2,Kona_economic,697,Seoul,2013-9-30,679042399,sedan,200000,10
18923,87.5,BEV,manufacture,1200,Tesla,378.5,modelS_90d,254,Daejeon,2014-4-27,1144008268,sedan,140000,5
9856,101.5,BEV,using,1200,Tesla,424.0,modelP_100d,633,Jeju,2014-1-29,1323834256,sedan,140000,5
4670,101.5,BEV,inspection,1200,Tesla,424.0,modelP_100d,32,Gangwon,2014-9-27,384543336,sedan,140000,5
4927,60.9,PHEV,using,1200,GM,303.2,Volt_ev,499,Daegu,2014-6-20,9249610,sedan,160000,8
10383,16.4,BEV,waiting,706,Kia,91.0,ray_18,490,GyeongBuk,2013-5-19,1054084676,sedan,120000,6
9163,30.0,HEV,manufacture,1027,Kia,179.6,soul_18,490,Busan,2014-7-25,625238906,sedan,160000,10
16060,7.25,BEV,manufacture,450,Dechang,60.8,danigo,579,ChungNam,2014-9-21,1392776355,compact,150000,5
23646,101.5,BEV,inspection,1200,Tesla,424.0,modelP_100d,477,Seoul,2014-1-22,1317440501,sedan,140000,5
13010,87.5,BEV,using,1200,Tesla,378.5,modelS_90d,82,Seoul,2013-1-30,18280176,sedan,140000,5
9920,23.76,BEV,inspection,849,Nissan,132.8,LEAF,466,Gyunggi,2014-9-30,358376825,sedan,100000,6
25541,7.25,BEV,using,450,Dechang,60.8,danigo,683,Seoul,2013-9-29,565650960,compact,150000,5
1937,101.5,BEV,manufacture,1200,Tesla,451.2,modelS_100d,529,Jeju,2017-2-21,1173950828,sedan,140000,5
14227,7.25,BEV,waiting,450,Dechang,60.8,danigo,580,Gyunggi,2016-9-21,1267983553,compact,150000,5
3677,30.0,HEV,using,1027,Kia,179.6,soul_18,277,Daegu,2013-5-19,644714119,sedan,160000,10
7378,284.7,BEV,inspection,1200,Tesla,359.5,modelS_75d,61,Jeju,2014-9-23,1189216464,sedan,140000,5
22565,60.9,PHEV,manufacture,1200,GM,303.2,Volt_ev,427,Gangwon,2013-9-28,272919133,sedan,160000,8
2356,18.8,BEV,inspection,807,BMW,132.0,i3_17,465,GyeongBuk,2013-9-21,773600324,sedan,100000,8
17985,35.94,PHEV,manufacture,1017,Renault,212.7,sm3_18,191,Gangwon,2015-5-25,1027694164,sedan,140000,7
12841,39.24,HEV,manufacture,1200,Hyundai,254.2,Kona_economic,364,Jeju,2013-3-17,1682857833,sedan,200000,10
19681,39.24,HEV,waiting,1200,Hyundai,254.2,Kona_economic,253,Seoul,2015-5-20,532569212,sedan,200000,10
17646,16.4,BEV,inspection,706,Kia,91.0,ray_18,529,Jeju,2016-4-25,346746372,sedan,120000,6
12182,23.76,BEV,manufacture,849,Nissan,132.8,LEAF,304,Seoul,2016-3-21,683719399,sedan,100000,6
9398,28.08,PHEV,inspection,1127,Hyundai,191.2,ionic_2017,402,ChungNam,2013-1-27,1263456577,sedan,200000,10
25752,30.0,HEV,using,1027,Kia,179.6,soul_18,318,Seoul,2016-3-27,1475196366,sedan,160000,10
15826,87.5,BEV,inspection,1200,Tesla,378.5,modelS_90d,56,Daejeon,2013-1-25,763931780,sedan,140000,5
9236,39.24,HEV,using,1200,Hyundai,254.2,Kona_economic,679,Seoul,2015-4-21,66260148,sedan,200000,10
5728,16.4,BEV,waiting,706,Kia,91.0,ray_18,46,Busan,2016-1-18,385928680,sedan,120000,6
23093,35.94,PHEV,using,1017,Renault,212.7,sm3_18,432,Seoul,2015-4-19,1321232226,sedan,140000,7
3614,101.5,BEV,using,1200,Tesla,451.2,modelS_100d,421,Jeju,2014-2-23,723473242,sedan,140000,5
15876,28.0,PHEV,waiting,1126,Hyundai,200.1,ionic_2018,143,Jeju,2014-6-23,559809668,sedan,200000,10
25652,35.94,PHEV,inspection,1017,Renault,212.7,sm3_18,580,Seoul,2017-3-29,651819015,sedan,140000,7
4227,28.08,PHEV,inspection,1127,Hyundai,191.2,ionic_2017,76,Jeju,2017-7-20,1437151663,sedan,200000,10
11711,101.5,BEV,waiting,1200,Tesla,451.2,modelS_100d,53,Gyunggi,2015-4-25,808323025,sedan,140000,5
9069,28.0,PHEV,inspection,1126,Hyundai,200.1,ionic_2018,130,GyeongNam,2016-4-24,1451834300,sedan,200000,10
15588,35.94,PHEV,waiting,1017,Renault,212.7,sm3_18,575,Jeju,2015-8-18,1279591021,sedan,140000,7
12013,87.5,BEV,waiting,1200,Tesla,378.5,modelS_90d,273,Seoul,2017-1-25,194382672,sedan,140000,5
25504,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,269,JeonNam,2015-7-29,1175390,sedan,140000,5
882,60.9,PHEV,using,1200,GM,303.2,Volt_ev,221,Gyunggi,2015-9-21,1119023515,sedan,160000,8
24447,35.94,PHEV,waiting,1017,Renault,212.7,sm3_18,151,Seoul,2014-6-25,60918047,sedan,140000,7
1667,6.77,BEV,using,450,Renault,60.8,twizy,469,Seoul,2017-7-26,273816027,compact,120000,7
314,284.7,BEV,inspection,1200,Tesla,359.5,modelS_75d,494,GyeongBuk,2014-1-23,1118223632,sedan,140000,5
11075,33.18,BEV,manufacture,1091,BMW,208.2,i3_18,499,Seoul,2017-2-29,696033172,sedan,100000,8
25277,23.76,BEV,using,849,Nissan,132.8,LEAF,266,Jeju,2016-8-23,506305428,sedan,100000,6
5695,33.18,BEV,waiting,1091,BMW,208.2,i3_18,135,Ulsan,2014-5-17,980679050,sedan,100000,8
17933,35.94,PHEV,waiting,1017,Renault,212.7,sm3_18,443,Seoul,2015-6-26,1308162107,sedan,140000,7
14414,101.5,BEV,inspection,1200,Tesla,424.0,modelP_100d,432,Gwangju,2013-8-21,725422981,sedan,140000,5
10405,60.9,PHEV,using,1200,GM,303.2,Volt_ev,40,Gyunggi,2017-1-24,401935099,sedan,160000,8
22346,87.5,BEV,using,1200,Tesla,378.5,modelS_90d,270,GyeongBuk,2013-1-23,31152350,sedan,140000,5
9825,6.77,BEV,using,450,Renault,60.8,twizy,526,Seoul,2016-8-18,135472712,compact,120000,7
5179,101.5,BEV,waiting,1200,Tesla,451.2,modelS_100d,265,Jeju,2013-1-21,1305868939,sedan,140000,5
6835,6.77,BEV,using,450,Renault,60.8,twizy,453,Daegu,2016-6-23,159851809,compact,120000,7
23625,6.77,BEV,waiting,450,Renault,60.8,twizy,321,ChungBuk,2017-4-27,92224025,compact,120000,7
11065,33.18,BEV,manufacture,1091,BMW,208.2,i3_18,281,GyeongBuk,2013-3-28,449606127,sedan,100000,8
16438,28.08,PHEV,using,1127,Hyundai,191.2,ionic_2017,689,Jeju,2017-3-21,1631929192,sedan,200000,10
4854,26.64,PHEV,manufacture,839,Renault,135.0,sm3_17,193,Jeju,2017-4-28,151907267,sedan,140000,7
